"DIRECTORIO","SECUENCIA_ENCUESTA","SECUENCIA_P","NRO_ENCUESTA","ORDEN","P6016","P6020","P6040","P6051","P5502","P6071","P6071S1","P6074","P767","P6076","P6076S1","P6076S2","P6077","P6096","P6081","P6081S1","P6087","P6083","P6083S1","P6088","P6080","P5667","LLAVEHOG","FEX_C","N_HIJOS","N_NIETOS"
"5011068","1","1","592","1","1","2","25","1","3",,,"1",,,,,,,"2",,"9","2",,"9","6",,"50110681","167.208897678084","3",NULL
"5011068","2","1","592","2","1","2","9","3",,,,"1",,,,,,,"3",,"2","1","1",,"6",,"50110681","167.208897678084",NULL,NULL
"5011068","3","1","592","3","1","2","2","3",,,,"1",,,,,,,"3",,"2","1","1",,"6",,"50110681","167.208897678084",NULL,NULL
"5011068","4","1","592","4","1","2","0","3",,,,"1",,,,,,,"3",,"2","1","1",,"6",,"50110681","167.208897678084",NULL,NULL
"5011081","1","1","592","1","1","2","50","1","3",,,"1",,,,,,,"2",,"2","2",,"2","6",,"50110811","185.358257182924","1","1"
"5011081","2","1","592","2","2","2","26","3","6","1","3","1",,,,,,,"3",,"8","1","1",,"6",,"50110811","185.358257182924",NULL,NULL
"5011081","3","1","592","3","4","1","24","8","6","1","2","2","5","2","76","76318","2","5","2",,"4","2",,"4","6",,"50110811","185.358257182924",NULL,NULL
"5011081","4","1","592","4","2","2","3","4",,,,"1",,,,,,,"1","3",,"1","2",,"6",,"50110811","185.358257182924",NULL,NULL
"5011110","1","1","592","1","1","2","70","1","3",,,"1",,,,,,,"3",,"9","3",,"9","6",,"50111101","149.454694160022","2","3"
"5011110","2","1","592","2","2","2","43","3","4",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50111101","149.454694160022",NULL,NULL
"5011110","3","1","592","3","2","1","16","4","5",,,"1",,,,,,,"2",,"4","1","2",,"6",,"50111101","149.454694160022",NULL,NULL
"5011110","4","1","592","4","4","2","42","3","4",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50111101","149.454694160022",NULL,NULL
"5011110","5","1","592","5","4","1","16","4","5",,,"1",,,,,,,"2",,"1","1","4",,"6",,"50111101","149.454694160022",NULL,NULL
"5011110","6","1","592","6","4","2","2","4",,,,"1",,,,,,,"2",,"3","1","4",,"6",,"50111101","149.454694160022",NULL,NULL
"5011138","1","1","592","1","1","2","63","1","3",,,"1",,,,,,,"3",,"9","3",,"9","6",,"50111381","193.502936276822","2",NULL
"5011138","2","1","592","2","2","1","24","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50111381","193.502936276822",NULL,NULL
"5011138","3","1","592","3","1","1","16","3","5",,,"1",,,,,,,"2",,"2","2",,"2","6",,"50111381","193.502936276822",NULL,NULL
"5011149","1","1","592","1","1","2","63","1","3",,,"1",,,,,,,"3",,"9","3",,"9","6",,"50111491","209.975143004504","1",NULL
"5011149","2","1","592","2","1","1","39","3","5",,,"1",,,,,,,"3",,"10","1","1",,"6",,"50111491","209.975143004504",NULL,NULL
"5011162","1","1","592","1","1","2","52","1","3",,,"1",,,,,,,"2",,"3","2",,"2","6",,"50111621","211.881631006643","1",NULL
"5011162","2","1","592","2","2","2","25","3","2","1","3","1",,,,,,,"3",,"4","1","1",,"6",,"50111621","211.881631006643",NULL,NULL
"5011162","3","1","592","3","3","1","28","8","2","1","2","1",,,,,,,"2",,"10","2",,"10","6",,"50111621","211.881631006643",NULL,NULL
"5011192","1","1","592","1","1","2","81","1","3",,,"1",,,,,,,"3",,"9","3",,"9","6",,"50111921","70.6856931379212","1",NULL
"5011192","2","1","592","2","1","2","63","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50111921","70.6856931379212",NULL,NULL
"5011261","1","1","592","1","1","2","48","1","5",,,"2","6","2","63","63001","1","9","2",,"2","3",,"10","6",,"50112611","365.7096752503","1",NULL
"5011261","2","1","592","2","2","1","24","3","5",,,"1",,,,,,,"2",,"6","1","1",,"6",,"50112611","365.7096752503",NULL,NULL
"5011274","1","1","592","1","1","2","45","1","5",,,"2","12","2","5","5001","1","10","3",,"2","3",,"2","6",,"50112741","385.670257613629","1",NULL
"5011274","2","1","592","2","1","2","14","3","5",,,"1",,,,,,,"2",,"4","1","1",,"6",,"50112741","385.670257613629",NULL,NULL
"5011274","3","1","592","3","3","1","59","7","5",,,"1",,,,,,,"3",,"2","3",,"2","6",,"50112741","385.670257613629",NULL,NULL
"5011274","4","1","592","4","4","1","58","7","5",,,"1",,,,,,,"3",,"2","3",,"3","6",,"50112741","385.670257613629",NULL,NULL
"5011279","1","1","592","1","1","2","54","1","3",,,"2","20","2","76","76001","1","6","3",,"1","3",,"1","6",,"50112791","392.03883313436","1","1"
"5011279","2","1","592","2","2","1","25","3","5",,,"2","20","2","76","76001","1","9","3",,"3","1","1",,"6",,"50112791","392.03883313436",NULL,NULL
"5011279","3","1","592","3","1","2","11","4","5",,,"1",,,,,,,"3",,"4","2",,"4","6",,"50112791","392.03883313436",NULL,NULL
"5011290","1","1","592","1","1","2","50","1","3",,,"1",,,,,,,"2",,"2","2",,"3","6",,"50112901","375.828565794842","2",NULL
"5011290","2","1","592","2","2","1","22","3","5",,,"1",,,,,,,"3",,"7","1","1",,"6",,"50112901","375.828565794842",NULL,NULL
"5011290","3","1","592","3","3","1","20","3","5",,,"1",,,,,,,"3",,"7","1","1",,"6",,"50112901","375.828565794842",NULL,NULL
"5011292","1","1","592","1","1","2","77","1","3",,,"2","30","2","76","76001","1","9","3",,"2","3",,"1","5",,"50112921","342.191622837729","1",NULL
"5011292","2","1","592","2","1","1","55","3","5",,,"2","30","2","76","76001","1","6","3",,"1","1","1",,"5",,"50112921","342.191622837729",NULL,NULL
"5011304","1","1","592","1","1","2","58","1","5",,,"1",,,,,,,"2",,"9","2",,"10","5",,"50113041","71.2333072198922","2","1"
"5011304","2","1","592","2","2","1","20","3","5",,,"1",,,,,,,"2",,"1","1","1",,"5",,"50113041","71.2333072198922",NULL,NULL
"5011304","3","1","592","3","3","2","39","3","5",,,"1",,,,,,,"2",,"2","1","1",,"5",,"50113041","71.2333072198922",NULL,NULL
"5011304","4","1","592","4","4","2","16","4","5",,,"1",,,,,,,"2",,"4","1","3",,"5",,"50113041","71.2333072198922",NULL,NULL
"5011308","1","1","592","1","1","2","37","1","5",,,"1",,,,,,,"2",,"2","2",,"2","5",,"50113081","66.0966967126259","2",NULL
"5011308","2","1","592","2","2","2","12","3","5",,,"1",,,,,,,"2",,"4","1","1",,"5",,"50113081","66.0966967126259",NULL,NULL
"5011308","3","1","592","3","3","1","2","3",,,,"1",,,,,,,"2",,"4","1","1",,"5",,"50113081","66.0966967126259",NULL,NULL
"5011308","4","1","592","4","4","2","23","9","5",,,"1",,,,,,,"2",,"4","2",,"4","5",,"50113081","66.0966967126259",NULL,NULL
"5011318","1","1","592","1","1","2","45","1","5",,,"1",,,,,,,"3",,"10","2",,"10","5",,"50113181","90.7507343981857","3",NULL
"5011318","2","1","592","2","2","1","24","3","5",,,"1",,,,,,,"3",,"10","1","1",,"5",,"50113181","90.7507343981857",NULL,NULL
"5011318","3","1","592","3","3","1","22","3","5",,,"1",,,,,,,"3",,"10","1","1",,"5",,"50113181","90.7507343981857",NULL,NULL
"5011318","4","1","592","4","1","1","13","3","5",,,"1",,,,,,,"2",,"10","1","1",,"5",,"50113181","90.7507343981857",NULL,NULL
"5011320","1","1","592","1","1","2","41","1","5",,,"1",,,,,,,"2",,"10","3",,"10","5",,"50113201","87.4963778123319","4","1"
"5011320","2","1","592","2","2","1","19","3","5",,,"1",,,,,,,"2",,"10","1","1",,"5",,"50113201","87.4963778123319",NULL,NULL
"5011320","3","1","592","3","2","2","11","3","5",,,"1",,,,,,,"2",,"10","1","1",,"5",,"50113201","87.4963778123319",NULL,NULL
"5011320","4","1","592","4","1","2","5","3",,,,"1",,,,,,,"2",,"9","1","1",,"5",,"50113201","87.4963778123319",NULL,NULL
"5011320","5","1","592","5","5","2","24","3","5",,,"1",,,,,,,"2",,"10","1","1",,"5",,"50113201","87.4963778123319",NULL,NULL
"5011320","6","1","592","6","5","1","2","4",,,,"1",,,,,,,"2",,"10","1","5",,"5",,"50113201","87.4963778123319",NULL,NULL
"5011334","1","1","592","1","1","2","50","1","3",,,"1",,,,,,,"2",,"10","1","7",,"5",,"50113341","89.3744880283774","5",NULL
"5011334","2","1","592","2","2","2","24","3","5",,,"1",,,,,,,"3",,"1","1","1",,"5",,"50113341","89.3744880283774",NULL,NULL
"5011334","3","1","592","3","3","2","20","3","5",,,"1",,,,,,,"3",,"1","1","1",,"5",,"50113341","89.3744880283774",NULL,NULL
"5011334","4","1","592","4","4","2","17","3","5",,,"1",,,,,,,"3",,"1","1","1",,"5",,"50113341","89.3744880283774",NULL,NULL
"5011334","5","1","592","5","1","2","16","3","5",,,"1",,,,,,,"3",,"1","1","1",,"5",,"50113341","89.3744880283774",NULL,NULL
"5011334","6","1","592","6","1","2","13","3","5",,,"1",,,,,,,"3",,"1","1","1",,"5",,"50113341","89.3744880283774",NULL,NULL
"5011334","7","1","592","7","7","2","70","5","4",,,"1",,,,,,,"3",,"10","3",,"1","5",,"50113341","89.3744880283774",NULL,NULL
"5011337","1","1","592","1","1","2","32","1","5",,,"1",,,,,,,"2",,"2","2",,"2","5",,"50113371","76.285547005456","2",NULL
"5011337","2","1","592","2","1","2","14","3","5",,,"1",,,,,,,"2",,"10","1","1",,"5",,"50113371","76.285547005456",NULL,NULL
"5011337","3","1","592","3","1","1","5","3",,,,"1",,,,,,,"2",,"10","1","1",,"5",,"50113371","76.285547005456",NULL,NULL
"5011337","4","1","592","4","4","2","7","14",,,,"1",,,,,,,"2",,"10","2",,"10","5",,"50113371","76.285547005456",NULL,NULL
"5011354","1","1","592","1","1","2","60","1","5",,,"1",,,,,,,"3",,"10","3",,"10","5",,"50113541","198.511195004445","1",NULL
"5011354","2","1","592","2","2","1","26","3","5",,,"1",,,,,,,"2",,"10","1","1",,"5",,"50113541","198.511195004445",NULL,NULL
"5011360","1","1","592","1","1","2","36","1","5",,,"1",,,,,,,"2",,"10","2",,"10","6",,"50113601","87.6224445045494","3",NULL
"5011360","2","1","592","2","1","2","11","3","5",,,"1",,,,,,,"2",,"3","1","1",,"6",,"50113601","87.6224445045494",NULL,NULL
"5011360","3","1","592","3","1","2","8","3",,,,"1",,,,,,,"2",,"10","1","1",,"6",,"50113601","87.6224445045494",NULL,NULL
"5011360","4","1","592","4","1","2","4","3",,,,"1",,,,,,,"2",,"10","1","1",,"6",,"50113601","87.6224445045494",NULL,NULL
"5011366","1","1","592","1","1","2","37","1","5",,,"1",,,,,,,"2",,"9","2",,"9","5",,"50113661","87.0402380698235","3","1"
"5011366","2","1","592","2","2","2","20","3","5",,,"1",,,,,,,"2",,"9","1","1",,"5",,"50113661","87.0402380698235",NULL,NULL
"5011366","3","1","592","3","3","1","16","3","5",,,"1",,,,,,,"2",,"9","1","1",,"5",,"50113661","87.0402380698235",NULL,NULL
"5011366","4","1","592","4","4","2","18","3","1","1","5","1",,,,,,,"2",,"9","1","1",,"5",,"50113661","87.0402380698235",NULL,NULL
"5011366","5","1","592","5","5","1","26","8","1","1","4","1",,,,,,,"2",,"9","2",,"9","5",,"50113661","87.0402380698235",NULL,NULL
"5011366","6","1","592","6","4","2","0","4",,,,"1",,,,,,,"1","5",,"1","4",,"5",,"50113661","87.0402380698235",NULL,NULL
"5011372","1","1","592","1","1","2","42","1","5",,,"1",,,,,,,"3",,"10","3",,"10","5",,"50113721","82.4331268416664","2",NULL
"5011372","2","1","592","2","2","1","18","3","5",,,"1",,,,,,,"2",,"10","1","1",,"5",,"50113721","82.4331268416664",NULL,NULL
"5011372","3","1","592","3","2","1","2","3",,,,"1",,,,,,,"2",,"10","1","1",,"5",,"50113721","82.4331268416664",NULL,NULL
"5011391","1","1","592","1","1","2","52","1","5",,,"1",,,,,,,"2",,"9","2",,"9","5",,"50113911","84.8702103495144","2",NULL
"5011391","2","1","592","2","1","1","9","3",,,,"1",,,,,,,"2",,"9","1","1",,"5",,"50113911","84.8702103495144",NULL,NULL
"5011391","3","1","592","3","3","1","25","3","2","1","4","1",,,,,,,"2",,"9","1","1",,"5",,"50113911","84.8702103495144",NULL,NULL
"5011391","4","1","592","4","4","2","21","8","2","1","3","1",,,,,,,"2",,"9","2",,"9","5",,"50113911","84.8702103495144",NULL,NULL
"5011394","1","1","592","1","1","2","55","1","5",,,"1",,,,,,,"2",,"9","2",,"9","5",,"50113941","98.8624750224662","3",NULL
"5011394","2","1","592","2","2","1","21","3","5",,,"1",,,,,,,"2",,"9","1","1",,"5",,"50113941","98.8624750224662",NULL,NULL
"5011394","3","1","592","3","3","2","16","3","5",,,"1",,,,,,,"2",,"9","1","1",,"5",,"50113941","98.8624750224662",NULL,NULL
"5011394","4","1","592","4","4","1","15","3","5",,,"1",,,,,,,"2",,"9","1","1",,"5",,"50113941","98.8624750224662",NULL,NULL
"5011394","5","1","592","5","5","1","22","9","5",,,"1",,,,,,,"2",,"9","2",,"9","5",,"50113941","98.8624750224662",NULL,NULL
"5011396","1","1","592","1","1","2","30","1","5",,,"1",,,,,,,"2",,"1","2",,"1","5",,"50113961","81.3903635437876","2",NULL
"5011396","2","1","592","2","1","2","4","3",,,,"1",,,,,,,"2",,"4","1","1",,"5",,"50113961","81.3903635437876",NULL,NULL
"5011396","3","1","592","3","1","1","0","3",,,,"1",,,,,,,"2",,"4","1","1",,"5",,"50113961","81.3903635437876",NULL,NULL
"5011397","1","1","592","1","1","2","30","1","5",,,"1",,,,,,,"2",,"9","2",,"9","5",,"50113971","81.3903635437876","2",NULL
"5011397","2","1","592","2","1","1","9","3",,,,"1",,,,,,,"2",,"9","1","1",,"5",,"50113971","81.3903635437876",NULL,NULL
"5011397","3","1","592","3","1","2","5","3",,,,"1",,,,,,,"2",,"9","1","1",,"5",,"50113971","81.3903635437876",NULL,NULL
"5011398","1","1","592","1","1","2","40","1","5",,,"1",,,,,,,"2",,"2","2",,"3","5",,"50113981","70.724590724616","3",NULL
"5011398","2","1","592","2","2","2","19","3","5",,,"1",,,,,,,"2",,"4","1","1",,"5",,"50113981","70.724590724616",NULL,NULL
"5011398","3","1","592","3","3","2","18","3","5",,,"1",,,,,,,"2",,"4","1","1",,"5",,"50113981","70.724590724616",NULL,NULL
"5011398","4","1","592","4","4","2","16","3","5",,,"1",,,,,,,"2",,"4","1","1",,"5",,"50113981","70.724590724616",NULL,NULL
"5011398","5","1","592","5","5","1","29","7","5",,,"1",,,,,,,"2",,"1","2",,"3","5",,"50113981","70.724590724616",NULL,NULL
"5011406","1","1","592","1","1","2","68","1","3",,,"1",,,,,,,"2",,"9","2",,"9","6",,"50114061","99.2555975022226","1",NULL
"5011406","2","1","592","2","1","1","28","3","5",,,"1",,,,,,,"2",,"9","1","1",,"6",,"50114061","99.2555975022226",NULL,NULL
"5011411","1","1","592","1","1","2","28","1","5",,,"2","0","2","76","76001","1","8","2",,"5","2",,"4","5",,"50114111","77.4543769955523","1",NULL
"5011411","2","1","592","2","1","2","4","3",,,,"2","0","2","76","76001","1","9","2",,"6","1","1",,"5",,"50114111","77.4543769955523",NULL,NULL
"5011431","1","1","592","1","1","2","52","1","3",,,"1",,,,,,,"2",,"10","2",,"10","5",,"50114311","51.86917022107","2","2"
"5011431","2","1","592","2","2","2","38","3","4",,,"1",,,,,,,"2",,"1","1","1",,"5",,"50114311","51.86917022107",NULL,NULL
"5011431","3","1","592","3","3","2","24","3","5",,,"1",,,,,,,"2",,"1","1","1",,"5",,"50114311","51.86917022107",NULL,NULL
"5011431","4","1","592","4","2","2","12","4","5",,,"1",,,,,,,"2",,"1","1","2",,"5",,"50114311","51.86917022107",NULL,NULL
"5011431","5","1","592","5","2","2","6","4",,,,"1",,,,,,,"2",,"1","1","2",,"5",,"50114311","51.86917022107",NULL,NULL
"5011452","1","2","592","1","1","2","43","1","5",,,"1",,,,,,,"3",,"1","2",,"1","6",,"50114522","443.811793458823","1",NULL
"5011452","2","2","592","2","2","2","21","3","5",,,"1",,,,,,,"2",,"1","1","1",,"6",,"50114522","443.811793458823",NULL,NULL
"5011452","1","3","592","1","1","2","55","1","5",,,"1",,,,,,,"3",,"1","3",,"1","6",,"50114523","443.811793458823","1",NULL
"5011452","2","3","592","2","2","1","34","3","5",,,"1",,,,,,,"2",,"1","1","1",,"6",,"50114523","443.811793458823",NULL,NULL
"5011460","1","1","592","1","1","2","65","1","3",,,"1",,,,,,,"3",,"10","3",,"10","6",,"50114601","459.129811318066","1","1"
"5011460","2","1","592","2","2","1","37","3","5",,,"1",,,,,,,"3",,"10","1","1",,"6",,"50114601","459.129811318066",NULL,NULL
"5011460","3","1","592","3","3","2","23","4","5",,,"1",,,,,,,"2",,"4","3",,"2","6",,"50114601","459.129811318066",NULL,NULL
"5011460","4","1","592","4","3","2","3","9",,,,"1",,,,,,,"2",,"4","1","3",,"6",,"50114601","459.129811318066",NULL,NULL
"5011463","1","1","592","1","1","2","49","1","5",,,"1",,,,,,,"2",,"1","2",,"1","6",,"50114631","425.923863278051","2",NULL
"5011463","2","1","592","2","2","1","20","3","5",,,"1",,,,,,,"2",,"1","1","1",,"6",,"50114631","425.923863278051",NULL,NULL
"5011463","3","1","592","3","3","1","14","3","5",,,"1",,,,,,,"2",,"1","1","1",,"6",,"50114631","425.923863278051",NULL,NULL
"5011465","1","1","592","1","1","2","77","1","3",,,"1",,,,,,,"3",,"10","3",,"9","6",,"50114651","239.419587543674","2","1"
"5011465","2","1","592","2","2","1","50","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50114651","239.419587543674",NULL,NULL
"5011465","3","1","592","3","3","2","47","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50114651","239.419587543674",NULL,NULL
"5011465","4","1","592","4","4","2","11","4","5",,,"1",,,,,,,"2",,"4","1","3",,"6",,"50114651","239.419587543674",NULL,NULL
"5011465","5","1","592","5","5","2","74","9","5",,,"1",,,,,,,"3",,"9","3",,"9","6",,"50114651","239.419587543674",NULL,NULL
"5011469","1","1","592","1","1","2","43","1","5",,,"1",,,,,,,"3",,"1","3",,"1","6",,"50114691","266.415853584457","1",NULL
"5011469","2","1","592","2","2","2","19","3","5",,,"1",,,,,,,"2",,"2","1","1",,"6",,"50114691","266.415853584457",NULL,NULL
"5011508","1","1","592","1","1","2","43","1","3",,,"1",,,,,,,"2",,"10","2",,"10","6",,"50115081","514.451752342613","1",NULL
"5011508","2","1","592","2","1","1","17","3","5",,,"1",,,,,,,"3",,"10","1","1",,"6",,"50115081","514.451752342613",NULL,NULL
"5011508","3","1","592","3","1","2","13","9","5",,,"1",,,,,,,"2",,"10","2",,"10","6",,"50115081","514.451752342613",NULL,NULL
"5011510","1","1","592","1","1","2","43","1","3",,,"1",,,,,,,"3",,"9","2",,"1","1","500_01","50115101","451.559943484248","2",NULL
"5011510","2","1","592","2","2","1","18","3","5",,,"1",,,,,,,"3",,"3","1","1",,"1","500_01","50115101","451.559943484248",NULL,NULL
"5011510","3","1","592","3","3","1","15","3","5",,,"1",,,,,,,"3",,"3","1","1",,"1","500_01","50115101","451.559943484248",NULL,NULL
"5011511","1","1","592","1","1","2","43","1","3",,,"2","6","2","76","76001","1","8","2",,"10","3",,"10","6",,"50115111","794.822676707845","3",NULL
"5011511","2","1","592","2","2","1","18","3","5",,,"2","6","2","76","76001","1","9","3",,"1","1","1",,"6",,"50115111","794.822676707845",NULL,NULL
"5011511","3","1","592","3","3","1","16","3","5",,,"2","6","2","76","76001","1","9","3",,"1","1","1",,"6",,"50115111","794.822676707845",NULL,NULL
"5011511","4","1","592","4","4","1","14","3","5",,,"2","6","2","76","76001","1","9","3",,"1","1","1",,"6",,"50115111","794.822676707845",NULL,NULL
"5011555","1","1","592","1","1","2","76","1","5",,,"1",,,,,,,"3",,"1","3",,"9","6",,"50115551","178.670508603641","1",NULL
"5011555","2","1","592","2","2","2","12","3","5",,,"1",,,,,,,"2",,"9","3",,"2","6",,"50115551","178.670508603641",NULL,NULL
"5011562","1","1","592","1","1","2","40","1","3",,,"1",,,,,,,"3",,"1","2",,"1","6",,"50115621","463.777594259369","4","2"
"5011562","2","1","592","2","2","1","18","3","5",,,"1",,,,,,,"3",,"2","1","1",,"6",,"50115621","463.777594259369",NULL,NULL
"5011562","3","1","592","3","3","1","13","3","5",,,"1",,,,,,,"3",,"2","1","1",,"6",,"50115621","463.777594259369",NULL,NULL
"5011562","4","1","592","4","1","2","7","3",,,,"1",,,,,,,"2",,"3","1","1",,"6",,"50115621","463.777594259369",NULL,NULL
"5011562","5","1","592","5","5","2","23","3","5",,,"1",,,,,,,"3",,"2","1","1",,"6",,"50115621","463.777594259369",NULL,NULL
"5011562","6","1","592","6","5","2","7","4",,,,"1",,,,,,,"2",,"3","1","5",,"6",,"50115621","463.777594259369",NULL,NULL
"5011562","7","1","592","7","5","1","5","4",,,,"1",,,,,,,"2",,"3","1","5",,"6",,"50115621","463.777594259369",NULL,NULL
"5011564","1","1","592","1","1","2","77","1","3",,,"1",,,,,,,"3",,"10","3",,"10","1","500_02","50115641","180.111154656103","1",NULL
"5011564","2","1","592","2","2","1","40","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50115641","180.111154656103",NULL,NULL
"5011578","1","1","592","1","1","2","34","1","5",,,"1",,,,,,,"2",,"1","2",,"1","6",,"50115781","244.446407308421","1",NULL
"5011578","2","1","592","2","1","2","2","3",,,,"1",,,,,,,"2",,"1","1","1",,"6",,"50115781","244.446407308421",NULL,NULL
"5011592","1","1","592","1","1","2","37","1","5",,,"1",,,,,,,"2",,"3","2",,"2","6",,"50115921","179.686960888986","1",NULL
"5011592","2","1","592","2","2","2","14","3","5",,,"1",,,,,,,"2",,"1","1","1",,"6",,"50115921","179.686960888986",NULL,NULL
"5011602","1","1","592","1","1","2","33","1","5",,,"1",,,,,,,"3",,"3","2",,"9","6",,"50116021","223.268724865864","1",NULL
"5011602","2","1","592","2","2","1","11","3","5",,,"1",,,,,,,"2",,"4","1","1",,"6",,"50116021","223.268724865864",NULL,NULL
"5011632","1","1","592","1","1","2","34","1","5",,,"1",,,,,,,"3",,"2","2",,"3","6",,"50116321","220.653025205924","1",NULL
"5011632","2","1","592","2","2","2","17","3","5",,,"1",,,,,,,"2",,"3","1","1",,"6",,"50116321","220.653025205924",NULL,NULL
"5011632","3","1","592","3","3","1","37","7","5",,,"1",,,,,,,"3",,"2","2",,"3","6",,"50116321","220.653025205924",NULL,NULL
"5011666","1","1","592","1","4","2","99","1","3",,,"2","61","2","66","66001","1","8","3",,"1","3",,"1","6",,"50116661","148.55841110855","2","1"
