DIRECTORIO;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;P6016;P1894;P6020;P6040;P6051;P5502;P6071;P6071S1;P6074;P767;P6076;P6076S1;P6076S2;P6077;P6096;P6081;P6081S1;P6087;P6083;P6083S1;P6088;P6080;P5667;P1895;P1896;P1897;P1898;P1899;P1901;P1902;P1903;P1904;P1905;LLAVEHOG;FEX_C;N_HIJOS;N_NIETOS;P1910;P1911;P1912;P1710;P1710S1;P1710S2;P1710S3;P1710S4;P1710S5;P1710S6;P1710S7;P1710S8;P1710S9;P1084;P765;P765S1;P765S2;P765S3;P765S4;P765S5;P765S6;P765S7;P765S8;P1085;P1085S1;P1085S2;P1085S3;P1085S4;P1085S5;P1085S6;P1085S7;P1085S8;P1083;P1083S1;P1083S2;P1083S3;P1083S4;P1083S5;P1083S6;P1083S7;P1083S8;P1083S9;P1083S10;P1083S11;P1082;P1082S1;P1082S2;P5504;P5505;P5505S1;P5505S2;P769;P1080;P1080S1;P1080S2;P1080S3;P1080S4;P1080S5;P1080S6;P804;P805;P805S1;P805S2;P805S3;P805S4;P805S5
6002619;2;1;2;2;2;1;14;3;5;;;1;;;;;;;3;;10;1;1;;6;;;;;;;;;;;;60026191;1358.471449;0;0;5;2;5;;1;1;1;2;1;1;2;2;2;2;;;1;;1;;;;;;;;1;;1;1;;;;1;1;1;;;1;;;1;1;;1;2;1;;;;;1;;1;;;1;;;1;;1;1;1;1;
6002619;3;1;3;3;3;1;33;3;4;;;1;;;;;;;3;;10;1;1;;6;;7;4;8;8;5;6;8;8;2;10;60026191;1358.471449;0;0;5;5;5;;;;;;;;;;;2;;;;;1;;;;;;1;;;;;;;;;1;1;1;;;;;;;;;1;2;1;;;;;1;;1;1;1;1;;;2;;1;1;1;;
6002619;4;1;4;4;2;1;15;4;5;;;1;;;;;;;1;3;;2;;1;6;;8;9;9;6;10;9;10;2;1;10;60026191;1358.471449;0;0;5;2;5;;1;1;1;1;1;1;1;1;1;1;;;1;;;;;;;;;;1;;;;;;;1;1;1;;;1;;1;1;1;;2;;;1;;;1;1;;;1;1;;;;1;;1;;1;1;
6002623;1;1;1;1;3;2;91;1;3;;;1;;;;;;;3;;9;3;;9;6;;8;8;3;3;0;8;2;10;8;7;60026231;1224.136383;2;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;5;;;;;;
6002623;2;1;2;2;3;1;32;3;3;;;1;;;;;;;3;;1;1;1;;6;;7;0;7;6;2;2;4;3;6;9;60026231;1224.136383;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;1;1;;;;5;;;;;;
6002623;3;1;3;3;3;1;54;3;3;;;1;;;;;;;3;;9;1;1;;6;;7;3;5;8;5;10;8;5;3;10;60026231;1224.136383;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;;;;;1;;1;1;;;;;1;;1;;;;
6002629;1;1;1;1;3;2;68;1;3;;;2;16;2;19;19256;2;3;3;;10;3;;10;6;;10;9;0;9;9;8;8;5;0;10;60026291;473.529551;2;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;;;;;;1;;1;1;;;
6002629;2;1;2;2;3;2;46;3;5;;;2;16;2;19;19256;2;3;3;;1;1;1;;6;;8;9;7;8;0;7;7;3;3;5;60026291;473.529551;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;2;;1;;;;;;1;;1;1;;;
6002629;3;1;3;3;3;2;29;3;5;;;2;16;2;19;19256;2;3;3;;9;1;1;;6;;10;5;10;6;7;10;10;0;0;10;60026291;473.529551;0;0;2;5;5;;1;1;1;1;1;1;1;1;2;1;;1;;;1;;;;;;1;1;;;;;;;;;1;1;;;;;;1;1;;1;2;1;;;;;1;;1;;1;1;;;1;;1;;;;
6002631;1;1;1;1;3;2;30;1;5;;;2;6;2;52;52256;2;3;2;;1;3;;1;6;;4;0;4;9;9;3;2;8;7;8;60026311;1274.041883;4;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;;;;;;5;;;;;;
6002631;2;1;2;1;2;1;10;3;5;;;1;;;;;;;2;;10;1;1;;6;;;;;;;;;;;;60026311;1274.041883;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;5;;;;;;
6002631;3;1;3;1;1;2;7;3;;;;1;;;;;;;2;;10;1;1;;6;;;;;;;;;;;;60026311;1274.041883;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;5;;;;;;
6002631;4;1;4;1;1;1;3;3;;;;1;;;;;;;2;;10;1;1;;6;;;;;;;;;;;;60026311;1274.041883;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
6002631;5;1;5;1;1;1;3;3;;;;1;;;;;;;2;;10;1;1;;6;;;;;;;;;;;;60026311;1274.041883;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
6002635;1;1;1;1;3;2;55;1;5;;;2;7;2;19;19256;2;3;3;;1;3;;1;6;;4;4;6;8;7;8;6;6;3;10;60026351;1029.438627;2;2;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;;;;;;2;;1;1;;;
6002635;2;1;2;2;3;1;24;3;5;;;1;;;;;;;3;;1;1;1;;6;;9;6;10;10;5;7;8;0;0;10;60026351;1029.438627;0;0;5;5;5;;;;;;;;;;;2;;;;;1;;;;;;1;;;1;;;;;;;1;1;;;;;1;1;1;;2;;;1;;;1;2;;;;1;1;;;2;;1;;;;
6002635;3;1;3;3;3;2;39;3;5;;;1;;;;;;;3;;1;1;1;;6;;8;9;10;8;2;8;7;6;2;10;60026351;1029.438627;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;2;;1;;;;;;2;;;1;;;
6002635;4;1;4;3;2;1;17;4;5;;;1;;;;;;;3;;3;1;3;;6;;10;9;10;10;10;9;10;0;0;10;60026351;1029.438627;0;0;2;5;5;;1;1;1;1;1;1;1;1;1;2;;1;;;;;;;;;;;1;;1;;;;;1;1;1;;;1;;1;1;1;;2;;;2;;;;;;;;;;;;5;;;;;;
6002635;5;1;5;3;2;1;8;4;;;;1;;;;;;;2;;3;1;3;;6;;;;;;;;;;;;60026351;1029.438627;0;0;2;5;2;;1;2;2;2;2;2;2;2;2;2;;1;;1;;;;;;;1;;1;;;;;;;;;;;;1;;;;1;;2;;;2;;;;;;;;;;;;5;;;;;;
6002639;1;1;1;1;3;2;31;1;5;;;1;;;;;;;2;;10;2;;10;6;;10;8;10;8;8;10;10;0;0;10;60026391;883.8235395;1;0;5;5;1;;1;1;2;2;1;1;1;1;2;1;;;;1;1;;;;;;1;;;;;;;;;;1;1;;;;;1;;1;;1;2;1;;;;;1;;;;1;1;;;5;;;;;;
6002639;2;1;2;1;2;1;14;3;5;;;1;;;;;;;2;;10;1;1;;6;;;;;;;;;;;;60026391;883.8235395;0;0;2;2;1;;1;1;1;1;1;1;1;1;2;1;;;1;1;;;;;;;1;;;;;1;;;;1;;1;;;1;;1;;1;;1;1;2;;;;;1;;1;;;;;1;2;;1;1;;;
6002641;1;1;1;1;3;2;40;1;5;;;2;13;2;19;19256;2;3;3;;1;2;;2;6;;10;8;8;2;9;10;7;8;0;10;60026411;934.3581312;3;0;2;5;5;;1;1;1;1;1;1;1;2;2;1;;;;;1;;;;;;1;;;;;;;;;;1;1;;;;;;1;1;;1;2;1;;;;;1;;;1;1;1;;;2;;1;1;;;
6002641;2;1;2;2;3;2;19;3;5;;;2;8;2;19;19256;2;3;2;;10;1;1;;6;;10;9;10;10;8;9;8;3;0;10;60026411;934.3581312;0;0;3;5;5;;1;1;1;1;1;1;1;2;2;1;;;;;1;;;;;;1;;;;;;;;;;1;1;;;;;;1;1;;1;2;1;;;;;1;;1;;1;1;;;1;;1;1;;;
6002641;3;1;3;1;2;2;10;3;5;;;1;;;;;;;2;;2;1;1;;6;;;;;;;;;;;;60026411;934.3581312;0;0;1;5;5;;2;2;2;2;2;2;2;2;2;1;;1;;;;;;;;;1;;;;;;;;;;;1;;;;;;;1;;2;;;2;;;;;;;;;;;;2;;1;;;;
6002641;4;1;4;1;2;2;10;3;5;;;1;;;;;;;2;;2;1;1;;6;;;;;;;;;;;;60026411;934.3581312;0;0;2;5;5;;2;2;2;2;2;2;2;2;2;2;;1;;;;;;;;;1;;;;;;;;;;;1;;;;;;;1;;2;;;2;;;;;;;;;;;;2;;1;;;;
6002645;1;1;1;1;3;2;65;1;5;;;1;;;;;;;3;;10;3;;10;6;;10;10;10;9;8;10;10;0;0;10;60026451;920.6225652;1;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;5;;;;;;
6002645;2;1;2;2;3;1;32;3;5;;;1;;;;;;;3;;1;1;1;;6;;8;9;9;2;0;8;7;5;2;10;60026451;920.6225652;0;0;1;5;5;;1;1;1;1;1;1;1;1;1;1;;1;;;1;;;;;;1;;1;;;;;;;1;1;1;;;1;;1;1;1;;1;2;1;;;;;1;;1;;1;1;;;5;;;;;;
6002646;1;1;1;1;3;2;55;1;3;;;1;;;;;;;3;;2;3;;2;6;;8;7;7;6;3;5;5;5;5;5;60026461;788.1931618;1;2;2;5;5;;1;1;1;2;2;2;2;2;2;1;;;;;1;;;;;;1;;;;;;;;;;1;1;;;1;;1;1;;;1;2;1;;;;;1;;1;;1;1;;;1;;1;;;;
6002646;2;1;2;2;3;2;35;3;2;1;3;1;;;;;;;3;;3;1;1;;6;;5;2;6;5;8;8;8;8;0;9;60026461;788.1931618;0;0;5;5;5;;;;;;;;;;;1;;;;;1;;;;;;1;1;;;;;;;;1;;1;;;1;;1;1;1;;1;2;1;;;;;1;;1;1;1;1;;;2;;1;;;;
6002646;3;1;3;3;3;1;33;8;2;1;2;2;20;2;95;95001;1;8;2;;3;2;;3;6;;10;8;8;7;8;8;8;2;0;10;60026461;788.1931618;0;0;5;1;5;;1;1;1;1;1;1;1;1;1;1;;;1;;1;;;;;;1;1;;;;;1;;;1;1;1;;1;1;;1;1;1;;1;2;1;;;;;1;;1;1;1;1;;;1;;1;;;;
6002646;4;1;4;2;2;2;15;4;5;;;1;;;;;;;2;;10;1;2;;6;;8;9;8;9;8;7;9;0;0;10;60026461;788.1931618;0;0;2;2;5;;1;1;1;1;1;1;1;1;2;1;;;1;;1;;;;;;1;;1;;;1;;;;1;1;1;;;1;;1;;;;1;2;1;;;;;1;;1;;1;1;;;5;;;;;;
6002646;5;1;5;3;1;1;3;4;;;;1;;;;;;;1;3;;1;2;;6;;;;;;;;;;;;60026461;788.1931618;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
6002648;1;1;1;1;3;2;46;1;5;;;1;;;;;;;3;;2;2;;2;6;;9;8;8;8;5;8;8;2;2;10;60026481;861.8427791;1;0;5;2;5;;1;1;1;2;2;1;1;2;2;1;;;;;1;;;;;;1;;;;;;;;;;1;1;;;;;;;;;1;2;1;;;;;1;;1;;1;1;;;1;;1;1;;;
6002648;2;1;2;1;2;2;10;3;5;;;1;;;;;;;2;;4;1;1;;6;;;;;;;;;;;;60026481;861.8427791;0;0;5;5;5;;;;;;;;;;;2;;;;;1;;;;;;1;;;;;;;;;;;;;;1;;;;1;;2;;;1;;;1;2;;;;;1;;;5;;;;;;
6002655;1;1;1;1;3;2;69;1;5;;;1;;;;;;;3;;1;3;;1;5;;5;5;5;7;6;7;7;0;10;10;60026551;163.749758;1;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;;;;;2;;1;;;;;;1;;1;1;;;
6002655;2;1;2;2;3;2;41;3;5;;;1;;;;;;;2;;10;1;1;;5;;7;7;8;8;9;9;10;0;0;10;60026551;163.749758;0;0;5;5;1;;1;1;1;2;2;2;2;2;2;2;;;;1;1;;;;;;1;;;;;;;;;1;1;;;;;;;;;;1;2;1;;;;;1;;1;;1;1;;;2;;;;1;1;
6002655;3;1;3;3;3;2;76;7;5;;;2;35;2;19;19130;2;7;3;;1;3;;1;5;;10;9;8;8;9;9;8;0;0;9;60026551;163.749758;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;;;;;1;;1;;;;;;2;;;1;;;
6002655;4;1;4;4;3;2;27;9;5;;;1;;;;;;;2;;2;1;3;;6;;9;5;10;8;8;9;9;0;0;10;60026551;163.749758;0;0;5;5;5;;;;;;;;;;;2;;;;;1;;;;;;;;;;1;;;;;1;1;1;;;1;;;1;;;1;2;1;;;;;1;;1;;1;1;;;1;;1;1;1;1;
6002660;1;1;1;6;3;2;83;1;3;;;1;;;;;;;3;;2;3;;2;6;;9;9;6;7;6;8;8;0;0;8;60026601;163.749758;2;2;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;;;;;;2;;1;1;;;
6002660;2;1;2;2;3;2;53;3;5;;;1;;;;;;;3;;2;1;1;;6;;5;9;7;8;7;8;6;5;0;9;60026601;163.749758;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;;;;;;5;;;;;;
6002660;3;1;3;3;3;2;34;4;5;;;1;;;;;;;2;;4;1;2;;6;;10;9;10;7;10;8;9;2;0;9;60026601;163.749758;0;0;5;5;5;;;;;;;;;;;1;;;;;1;;;;;;1;1;;;;;;;;1;1;1;1;;1;;;;;;1;2;1;;;;;1;;1;1;;1;;;5;;;;;;
6002660;4;1;4;3;1;1;4;9;;;;1;;;;;;;2;;4;1;3;;6;;;;;;;;;;;;60026601;163.749758;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
6002660;5;1;5;2;2;1;12;4;5;;;1;;;;;;;2;;10;1;2;;6;;;;;;;;;;;;60026601;163.749758;0;0;2;5;5;;1;1;1;2;2;1;2;1;2;2;;1;;;;;1;;;;;;1;;;;;;;1;1;1;;;;;;;;;2;;;1;;1;;2;;1;;;;;;5;;;;;;
6002660;6;1;6;6;3;2;42;3;2;2;;1;;;;;;;3;;5;1;1;;6;;7;8;8;7;8;8;8;4;0;9;60026601;163.749758;0;0;1;1;5;;1;1;1;1;1;1;1;1;2;1;;1;1;;1;;1;;;;1;1;;;;;;;;1;1;1;;;;;1;;;;1;2;1;;;;;1;;1;1;1;1;;;1;;1;;;;
6002666;1;1;1;1;3;2;83;1;3;;;2;45;2;19;19137;2;5;3;;10;3;;10;6;;8;9;7;5;7;9;9;1;1;9;60026661;298.9175082;1;1;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;2;;1;;;;;;2;;1;1;;;
6002666;2;1;2;2;3;1;53;3;5;;;1;;;;;;;3;;10;1;1;;6;;8;6;8;7;8;9;9;6;0;10;60026661;298.9175082;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;2;;1;1;;;;;2;;1;1;;;
6002666;3;1;3;3;3;1;19;4;5;;;1;;;;;;;2;;10;2;;10;6;;5;0;6;1;5;5;6;4;5;1;60026661;298.9175082;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;1;;;;;2;;1;;;;
6002669;1;1;1;1;3;2;60;1;5;;;2;20;2;19;19130;2;7;3;;2;3;;1;6;;10;9;7;5;8;10;10;0;0;8;60026691;200.7857368;1;1;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;;;;;;1;;1;1;1;;
6002669;2;1;2;2;3;2;35;3;5;;;1;;;;;;;2;;2;1;1;;6;;10;4;10;8;6;10;10;4;0;10;60026691;200.7857368;0;0;5;2;5;;1;1;1;1;1;1;1;2;2;2;;;1;;1;;;;;;;1;;;;;;;;1;1;1;;1;1;;;;;;1;2;1;;;;;1;;1;1;1;1;;;2;;1;1;1;;
6002669;3;1;3;2;1;2;6;4;;;;1;;;;;;;2;;6;1;2;;6;;;;;;;;;;;;60026691;200.7857368;0;0;2;5;5;;2;2;2;2;2;2;2;2;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;;1;2;;;;;;;1;2;;1;;;;
6002672;1;1;1;1;3;2;73;1;3;;;1;;;;;;;3;;1;3;;1;6;;10;2;9;9;9;10;10;0;0;10;60026721;219.9513704;1;3;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;;;;;;1;;;1;;;
6002672;2;1;2;2;3;2;43;3;1;2;;1;;;;;;;3;;2;1;1;;6;;7;3;2;7;2;8;8;6;6;10;60026721;219.9513704;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;1;;2;;1;;;;;;5;;;;;;
6002672;3;1;3;2;2;2;16;4;5;;;1;;;;;;;2;;10;1;2;;6;;6;2;6;5;1;3;5;6;7;10;60026721;219.9513704;0;0;3;2;5;;1;1;1;2;1;1;1;1;2;2;;1;1;;;;;;;;;;1;;1;;;;;;;1;;;1;;;;;;2;;;1;;1;;2;;1;;;;;;2;;1;;;;
6002672;4;1;4;2;2;1;9;4;;;;1;;;;;;;2;;10;1;2;;6;;;;;;;;;;;;60026721;219.9513704;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;1;;2;;1;;;;;;2;;1;;;;
6002672;5;1;5;5;3;1;26;4;5;;;1;;;;;;;2;;1;2;;3;6;;8;6;8;8;5;9;8;4;4;9;60026721;219.9513704;0;0;5;5;5;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;1;;;;;1;;;;;;;;;1;2;1;;;;;1;;1;1;;1;;;2;;1;;;;
6002685;1;1;1;1;3;2;78;1;3;;;1;;;;;;;3;;10;3;;1;6;;10;7;8;8;8;8;8;2;2;10;60026851;281.6358485;1;1;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;2;;1;;;;;;5;;;;;;
6002685;2;1;2;2;3;2;57;3;6;1;3;2;0;2;76;76001;1;8;3;;1;1;1;;6;;6;2;8;8;0;9;9;3;2;10;60026851;281.6358485;0;0;5;5;5;;;;;;;;;;;2;;;;;1;;;;;;;;;;;;1;;;;1;1;;;;;;;;;1;2;1;;;;;2;;1;;;1;;;5;;;;;;
6002685;3;1;3;3;3;1;60;8;6;1;2;2;0;2;76;76001;1;7;3;;10;2;;10;6;;4;9;6;8;0;8;8;6;6;7;60026851;281.6358485;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;2;;1;;;;;;5;;;;;;
6002685;4;1;4;4;3;2;40;4;4;;;2;0;2;76;76001;1;7;1;3;;1;2;;6;;7;9;10;10;0;8;8;5;0;8;60026851;281.6358485;0;0;5;5;5;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;1;;;;1;1;;;1;;;;;;1;2;1;;;;;1;;1;;;1;;;5;;;;;;
6002692;1;1;1;1;3;2;71;1;3;;;1;;;;;;;3;;1;3;;1;6;;8;6;6;7;4;7;7;2;0;10;60026921;281.6358485;0;1;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;;;;;;3;;1;;;;
6002692;2;1;2;2;3;2;25;4;5;;;2;1;2;68;68001;1;10;3;;1;3;;1;6;;7;5;10;9;8;9;6;6;0;10;60026921;281.6358485;0;0;1;5;5;;1;1;1;2;1;1;1;2;2;1;;1;;;1;;;;;;1;1;;;;;;;;1;1;1;;;;;;;;;1;2;1;;;;;1;;1;;1;1;;;1;;1;;;;
6002692;3;1;3;2;1;1;2;9;;;;1;;;;;;;2;;6;1;2;;6;;;;;;;;;;;;60026921;281.6358485;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
6002693;1;1;1;1;3;2;43;1;5;;;2;3;2;19;19392;2;7;3;;1;3;;1;6;;8;1;6;8;0;9;9;2;0;10;60026931;281.6358485;1;1;5;2;5;;1;1;1;1;1;1;1;1;2;2;;;1;;;;;;;;;;;;1;;;;;;1;;;;1;;;;;;1;1;2;;;;;1;;1;1;;;;;5;;;;;;
6002693;2;1;2;2;2;2;15;3;5;;;2;3;2;19;19392;2;9;3;;1;1;1;;6;;9;9;8;7;9;8;6;3;1;10;60026931;281.6358485;0;0;5;1;5;;1;1;1;1;1;1;1;2;2;1;;;1;;;;;;;;;;;;1;;;;;1;1;1;;;1;;;;;;2;;;2;;;;;;;;;;;;4;;1;;;;
6002693;3;1;3;1;1;2;2;4;;;;1;;;;;;;2;;5;2;;6;6;;;;;;;;;;;;60026931;281.6358485;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
6002697;1;1;1;1;3;2;61;1;3;;;1;;;;;;;3;;9;3;;9;1;290_03;10;5;5;10;10;7;6;0;0;7;60026971;198.7093722;0;1;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;;;;;;2;;1;1;1;;
6002697;2;1;2;2;2;2;17;4;5;;;1;;;;;;;2;;4;2;;4;6;;10;9;10;8;10;10;10;0;0;10;60026971;198.7093722;0;0;5;2;5;;1;1;1;1;1;1;1;1;2;2;;;1;;1;;;;;;;;1;1;;;;;;;1;1;;;1;;;1;1;;1;2;1;;;;;2;;1;;1;1;;;5;;;;;;
6002714;1;1;1;1;3;2;43;1;5;;;1;;;;;;;3;;1;3;;4;5;;7;7;6;7;7;7;7;5;4;10;60027141;194.8448607;1;0;3;2;5;;1;1;1;2;2;1;2;2;2;2;;;;;1;;;;;;;;;;;;1;;;;1;1;;;1;;;;;;1;2;1;;;;;1;;1;1;1;1;;;2;;1;;;;
6002714;2;1;2;1;2;2;10;3;5;;;1;;;;;;;2;;5;1;1;;5;;;;;;;;;;;;60027141;194.8448607;0;0;2;2;5;;2;1;2;2;2;2;2;2;2;2;;1;1;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;2;;;2;;;;;;;;;;;;5;;;;;;
6002726;1;1;1;1;3;2;72;1;3;;;1;;;;;;;3;;10;3;;10;6;;9;9;7;8;8;7;7;8;6;10;60027261;281.6358485;1;2;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;1;;2;;1;;;;;;5;;;;;;
6002726;2;1;2;2;3;2;43;3;5;;;1;;;;;;;3;;1;1;1;;6;;6;3;7;6;1;7;6;8;7;8;60027261;281.6358485;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;3;;1;;;;
6002726;3;1;3;3;3;2;26;4;5;;;1;;;;;;;2;;1;1;2;;6;;8;7;9;7;0;7;7;5;7;8;60027261;281.6358485;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;1;;2;;1;;;;;;5;;;;;;
6002726;4;1;4;1;2;1;17;4;5;;;1;;;;;;;2;;1;1;2;;6;;5;9;7;6;0;6;6;8;7;7;60027261;281.6358485;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;1;;2;;1;;;;;;5;;;;;;
6002740;1;1;1;2;3;2;88;1;3;;;1;;;;;;;3;;9;3;;9;6;;7;3;6;6;3;9;7;4;6;9;60027401;194.8448607;1;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2;;;;;;;;;;;;5;;;;;;
6002740;2;1;2;2;3;2;60;3;4;;;1;;;;;;;3;;1;1;1;;6;;8;3;6;5;8;7;7;5;6;8;60027401;194.8448607;0;0;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;1;;1;1;;;;;2;;1;1;;;
6002744;1;1;1;1;3;2;80;1;3;;;1;;;;;;;3;;9;3;;9;6;;8;6;4;8;9;9;10;0;2;10;60027441;618.1005839;3;1;5;5;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;;1;2;;1;1;;;;;5;;;;;;
